unit,cycle,label,emb_0,emb_1,emb_2,emb_3,emb_4,emb_5,emb_6,emb_7,emb_8,emb_9,emb_10,emb_11,emb_12,emb_13,emb_14,emb_15,emb_16,emb_17,emb_18,emb_19,emb_20,emb_21,emb_22,emb_23,emb_24,emb_25,emb_26,emb_27,emb_28,emb_29,emb_30,emb_31,emb_32,emb_33,emb_34,emb_35,emb_36,emb_37,emb_38,emb_39,emb_40,emb_41,emb_42,emb_43,emb_44,emb_45,emb_46,emb_47,emb_48,emb_49,emb_50,emb_51,emb_52,emb_53,emb_54,emb_55,emb_56,emb_57,emb_58,emb_59,emb_60,emb_61,emb_62,emb_63
231,18,1,0.179964,0.63215107,0.5943295,0.16366419,0.74016804,0.20761223,0.15520947,0.0,0.184699,0.71107614,0.14213954,0.17403397,0.6508219,0.0,0.19076036,0.7648688,0.18817714,0.6844893,0.7591724,0.16113666,0.17681481,0.75002986,0.1760189,0.6944882,0.7870186,0.1337335,0.81069934,0.6826675,0.62252414,0.23374341,0.18108289,0.18324874,0.16135958,0.5289341,0.19723478,0.6805007,0.63929206,0.0,0.16543762,0.1883297,0.15677974,0.625095,0.0,0.18823831,0.6905318,0.24243979,0.0,0.19548589,0.68289095,0.17357208,0.16294856,0.17339462,0.7211135,0.758153,0.14227912,0.0,0.14120916,0.1456503,0.18431892,0.18657404,0.19686629,0.2024011,0.20500198,0.67341805
231,19,1,0.18491049,0.6154136,0.57302576,0.1799148,0.7155868,0.21287061,0.16253522,0.0,0.18900488,0.6950591,0.14834595,0.1857722,0.6356821,0.0,0.18773249,0.7470751,0.18969494,0.65857357,0.72917825,0.17537476,0.17720029,0.72483176,0.18420282,0.6667477,0.75563264,0.1509393,0.78220046,0.66500336,0.6033852,0.23167938,0.18520138,0.18679067,0.17010783,0.51676905,0.20311831,0.65803987,0.6271346,0.0,0.17699572,0.19457959,0.16954231,0.60670215,0.0,0.19859585,0.6690845,0.24119091,0.0,0.206016,0.66227376,0.1763862,0.1731629,0.1813666,0.7039291,0.72528356,0.15170725,0.0,0.16222267,0.15741351,0.18985397,0.19299835,0.20909375,0.20687272,0.20560336,0.65490067
231,20,1,0.19212781,0.6336018,0.5774196,0.18490052,0.7095925,0.21426992,0.16772014,0.0,0.20027362,0.6933947,0.15899713,0.18756221,0.63452756,0.0,0.19329788,0.74767727,0.19378465,0.6667344,0.7272714,0.18681027,0.18481827,0.73404676,0.19022106,0.6680397,0.75370735,0.1623312,0.77802056,0.6636207,0.6068307,0.23875284,0.19656028,0.18943952,0.17263845,0.5167883,0.20381173,0.6624996,0.6288794,0.0,0.1836804,0.19759777,0.17222539,0.6101656,0.0,0.19785927,0.6659861,0.24756195,0.0,0.19914927,0.6632788,0.17979203,0.1664163,0.19049549,0.7157742,0.72546387,0.15853825,0.0,0.17397818,0.16286953,0.1894912,0.18943685,0.20779103,0.2191924,0.20552236,0.64932156
232,15,1,0.15460947,0.6550972,0.6182676,0.14976302,0.77900577,0.18910079,0.13594273,0.0,0.16985963,0.7570862,0.13851152,0.1582467,0.6584103,0.0,0.17276573,0.8058728,0.16378215,0.6927233,0.7688503,0.15580793,0.1566104,0.78921896,0.16299433,0.71253014,0.7792489,0.123589285,0.8293855,0.67811376,0.6399018,0.20816997,0.15996347,0.1704511,0.15439585,0.5161936,0.17842773,0.67886126,0.65513927,0.0,0.15845776,0.16416417,0.1428806,0.6528418,0.0,0.17450108,0.70750785,0.22095607,0.0,0.16128655,0.70200974,0.1486921,0.16219981,0.15791045,0.74557763,0.769198,0.13887838,0.0,0.11986947,0.1418015,0.1679866,0.17644587,0.17958899,0.17521219,0.20100962,0.69958556
232,16,1,0.15358837,0.6507165,0.62011486,0.15724128,0.782543,0.18743505,0.13968949,0.0,0.16713585,0.7611911,0.13277265,0.16319062,0.6597096,0.0,0.17379338,0.80857724,0.16857705,0.68889034,0.7709134,0.1572965,0.1504379,0.7891069,0.16103345,0.7096994,0.785647,0.120551474,0.8357755,0.68603414,0.6445521,0.19757779,0.16344374,0.1731317,0.15435965,0.5245587,0.17450339,0.6789265,0.6595935,0.0,0.15444817,0.16096075,0.14523429,0.655553,0.0,0.17711219,0.71621,0.20773458,0.0,0.1640288,0.7073596,0.15007223,0.1666906,0.15976422,0.7506135,0.771343,0.14588307,0.0,0.11897906,0.14578776,0.16922452,0.1805344,0.18344282,0.16549641,0.20261335,0.7081364
232,17,1,0.16610438,0.6488175,0.6157249,0.1641151,0.7725357,0.19777766,0.14832449,0.0,0.18559133,0.7531317,0.14564453,0.17491263,0.657068,0.0,0.18597367,0.7995412,0.1779666,0.6856365,0.7661867,0.16750595,0.16624314,0.78031766,0.17264639,0.7056832,0.7798729,0.12911785,0.8272575,0.6797641,0.6370621,0.21246105,0.17878255,0.18220805,0.16355263,0.51960284,0.19018704,0.6759947,0.6557984,0.0,0.16788279,0.17621851,0.15556015,0.65127987,0.0,0.18758827,0.7047947,0.22233552,0.0,0.17515673,0.6980889,0.16485272,0.1737691,0.17259322,0.7418209,0.7675288,0.15246947,0.0,0.132661,0.1554556,0.17829879,0.19421043,0.19049801,0.18344896,0.21448284,0.69821066
232,18,1,0.16446215,0.6484965,0.61292714,0.1646441,0.7810355,0.19970407,0.14779262,0.0,0.17874952,0.75552344,0.14333501,0.17778187,0.65580755,0.0,0.18281561,0.8028964,0.17809728,0.6864109,0.7707971,0.16239001,0.16236235,0.780925,0.16807021,0.70550436,0.7811078,0.1285474,0.83416903,0.6847593,0.64030975,0.21133436,0.17461456,0.18017584,0.16785237,0.52354705,0.18933289,0.674073,0.6568915,0.0,0.16226071,0.17304848,0.15800214,0.64737296,0.0,0.19108734,0.70644116,0.22062175,0.0,0.17588083,0.7033193,0.16006146,0.17886342,0.16897528,0.7449619,0.7647532,0.15142904,0.0,0.13208416,0.15597261,0.18054505,0.19386639,0.19237556,0.17880185,0.21381375,0.7038183
232,19,1,0.15638974,0.6698148,0.6362547,0.15696682,0.8039978,0.18980934,0.1386572,0.0,0.16809462,0.77770364,0.13097164,0.16571502,0.6770222,0.0,0.17736988,0.8275902,0.17477044,0.7122664,0.79885364,0.15377268,0.15325406,0.8073054,0.15733229,0.7274814,0.8152576,0.12209097,0.862719,0.71330726,0.664357,0.19701147,0.17026988,0.16891684,0.15615168,0.5456678,0.17724405,0.7027404,0.67936987,0.0,0.15275761,0.15889695,0.14580016,0.669976,0.0,0.1815961,0.7334851,0.2095518,0.0,0.16266976,0.7303483,0.15237352,0.16948603,0.16038066,0.77493644,0.79434764,0.14139944,0.0,0.12509088,0.1472063,0.16975528,0.18455814,0.18279018,0.17637593,0.20481354,0.7282452
232,20,1,0.16402763,0.684748,0.6509325,0.16444969,0.81173164,0.19973548,0.14508323,0.0,0.18204297,0.78901047,0.13801256,0.17319462,0.68975776,0.0,0.18738693,0.83773774,0.18689255,0.7289256,0.81793046,0.15538672,0.16890635,0.82604355,0.16722445,0.736438,0.83756185,0.13189575,0.87655634,0.72852004,0.67105824,0.20385574,0.18172146,0.17156456,0.16417024,0.5593769,0.18736577,0.712651,0.6870172,0.0,0.15620217,0.16346598,0.1523912,0.67963135,0.0,0.18433811,0.75166416,0.21643333,0.0,0.16754676,0.74610406,0.16219611,0.1727048,0.1646244,0.79140335,0.8082359,0.13820232,0.0,0.1336014,0.16185875,0.17950709,0.19021949,0.18211989,0.19123243,0.21147123,0.7380574
233,15,1,0.15584871,0.58928955,0.52872044,0.14470305,0.6653569,0.17538337,0.14636251,0.0,0.17047244,0.6747209,0.13876192,0.14787094,0.59309024,0.0,0.1405972,0.71817976,0.12290535,0.60221326,0.6620815,0.14607772,0.13641024,0.6894748,0.16264972,0.6309568,0.6698016,0.12773398,0.7113461,0.6059808,0.5720118,0.20861386,0.13313214,0.16993998,0.13417922,0.46831647,0.17748486,0.61024565,0.5911903,0.0,0.16810913,0.16256972,0.13724275,0.5942928,0.0,0.1567184,0.6348163,0.20058428,0.0,0.18411165,0.6059693,0.12982026,0.1417514,0.13705938,0.63976055,0.668541,0.12965897,0.0,0.13986371,0.1236938,0.14518918,0.13800287,0.18558797,0.141435,0.15574385,0.607577
233,16,1,0.13787483,0.5960449,0.53139365,0.12954746,0.66888005,0.1609133,0.13176933,0.0,0.14928356,0.6805013,0.13037184,0.13469452,0.6022325,0.0,0.13123444,0.7230089,0.11436798,0.6077152,0.6622897,0.13992938,0.12208152,0.6973332,0.1498837,0.6385901,0.67602664,0.11632443,0.70705354,0.6020433,0.5750032,0.19700424,0.12262817,0.15930358,0.117042035,0.46500343,0.16042906,0.61095643,0.5965127,0.0,0.15596741,0.14922173,0.12489161,0.5991963,0.0,0.14508073,0.63900566,0.19418249,0.0,0.16627702,0.60397786,0.113895364,0.12434246,0.12127975,0.64145553,0.67756665,0.122614354,0.0,0.12573008,0.10257677,0.13079117,0.12182105,0.17308763,0.12539606,0.14315033,0.61043453
233,17,1,0.12927677,0.5819076,0.52662486,0.12927824,0.6619774,0.14955105,0.12861152,0.0,0.14420658,0.6760216,0.120085604,0.13257979,0.59326214,0.0,0.12645091,0.71332514,0.111606166,0.5979597,0.6544287,0.14172524,0.12167611,0.68412155,0.14560898,0.63332534,0.6597039,0.11598634,0.6997983,0.5947705,0.56832945,0.18629506,0.11450379,0.15790756,0.11741357,0.45769456,0.15292,0.605203,0.58908784,0.0,0.15958358,0.14308779,0.12354181,0.59450734,0.0,0.14070578,0.62772745,0.18389359,0.0,0.16286738,0.5974842,0.112404995,0.12059482,0.11737616,0.63317686,0.6605761,0.12161715,0.0,0.119764425,0.1075866,0.1247191,0.119883746,0.16964705,0.11350591,0.13506232,0.60434943
233,18,1,0.14829282,0.5676493,0.50498587,0.1272877,0.6350287,0.1600194,0.13842636,0.0,0.15065119,0.6562549,0.13469568,0.1428545,0.5826548,0.0,0.13720398,0.6847961,0.11205943,0.5801961,0.6368807,0.140895,0.1331602,0.6570886,0.15680437,0.6195133,0.64432347,0.1210264,0.6669068,0.57995623,0.5484667,0.19999483,0.12916045,0.16761835,0.12202473,0.44792646,0.1727633,0.58632636,0.5689246,0.0,0.16048887,0.15570839,0.13185629,0.5818865,0.0,0.15449578,0.61669624,0.19723074,0.0,0.17693783,0.57393426,0.11986876,0.12485595,0.12500365,0.60763866,0.64694583,0.12513448,0.0,0.13284923,0.113293506,0.13661422,0.1258545,0.17904162,0.12550858,0.13795106,0.58029634
233,19,1,0.14960241,0.5675103,0.5101191,0.14146815,0.6435662,0.17108451,0.13307045,0.0,0.1505744,0.65324974,0.12898716,0.1508912,0.58551687,0.0,0.13440211,0.69821733,0.11937577,0.58049285,0.6371259,0.14469124,0.1293386,0.6698196,0.15292259,0.607934,0.64530146,0.13516265,0.683183,0.5802736,0.5547476,0.19631085,0.12373437,0.16626814,0.13490075,0.4482022,0.1736481,0.5872076,0.5808563,0.0,0.17130083,0.15203959,0.1362493,0.5704321,0.0,0.15892309,0.6127166,0.20106193,0.0,0.17549275,0.582063,0.1223361,0.13778101,0.1271163,0.6132791,0.63868684,0.12640588,0.0,0.14045714,0.12185922,0.1476092,0.13440633,0.18385072,0.1269835,0.14663295,0.59260887
233,20,1,0.15245125,0.5730841,0.513578,0.14421076,0.6502505,0.17075531,0.14017946,0.0,0.15651144,0.66156155,0.13630655,0.15415588,0.58587074,0.0,0.13973327,0.70142746,0.124230996,0.5882566,0.64141345,0.15459734,0.13323328,0.67507464,0.15794338,0.6227187,0.65213186,0.12875961,0.68826663,0.5816454,0.5566304,0.19862951,0.13414203,0.16917972,0.13575673,0.44689816,0.17284383,0.59131587,0.58037066,0.0,0.17201445,0.15829179,0.13964301,0.58111244,0.0,0.1618792,0.61935043,0.20032345,0.0,0.17403433,0.5874974,0.12833905,0.13894925,0.13467741,0.62102,0.65389985,0.13833131,0.0,0.13562693,0.12136284,0.1463801,0.14025968,0.18362334,0.13194583,0.15252592,0.5969978
234,15,1,0.30042362,0.54431623,0.5201245,0.29148456,0.63227123,0.34903657,0.26261118,0.0,0.3073652,0.60207516,0.26567227,0.32031783,0.56312114,0.0,0.32958317,0.6408175,0.31388137,0.59369045,0.6620524,0.27585408,0.3217497,0.6470423,0.29040036,0.582218,0.68607557,0.24154745,0.70936394,0.58634007,0.51303905,0.3620952,0.3258707,0.2977642,0.28616586,0.44712764,0.31654757,0.5710097,0.5318218,0.0,0.26653892,0.3197074,0.29628453,0.51435995,0.0,0.32427752,0.57057184,0.37384847,0.0,0.299727,0.60294306,0.30061206,0.2791247,0.29786617,0.63659763,0.6584873,0.25920317,0.0,0.25078338,0.27338102,0.30499694,0.3201939,0.30080292,0.35437733,0.35239688,0.57466334
234,16,1,0.28296682,0.5416508,0.5110339,0.2766669,0.628143,0.33253574,0.25109732,0.0,0.2803326,0.59946823,0.2500934,0.30451313,0.5697678,0.0,0.3067265,0.637358,0.29173496,0.5883748,0.6619169,0.2562113,0.30322382,0.63937974,0.2708479,0.5802587,0.6895808,0.22752036,0.7032205,0.60218835,0.5112147,0.34235382,0.30676487,0.28457567,0.27059203,0.46317,0.30212313,0.5715068,0.5356909,0.0,0.24833198,0.3045086,0.28572616,0.51554674,0.0,0.30768546,0.5774316,0.34741777,0.0,0.3003663,0.59512967,0.27921548,0.2649951,0.27393037,0.6250053,0.6583784,0.23879759,0.0,0.24129905,0.25719702,0.28867856,0.29354993,0.2893718,0.33294767,0.3264575,0.57551306
234,17,1,0.27764952,0.5546395,0.51700723,0.27547467,0.6323727,0.3290811,0.24003752,0.0,0.27259654,0.60551965,0.24450105,0.29911405,0.5785653,0.0,0.3015682,0.64425117,0.2865865,0.5985477,0.66867673,0.25508717,0.3020695,0.64598167,0.26637092,0.580869,0.6944278,0.23628688,0.703811,0.61105186,0.51770043,0.33316782,0.30396032,0.27545792,0.2673058,0.46981084,0.29954892,0.5799421,0.54692435,0.0,0.24867624,0.29599747,0.28262028,0.5185681,0.0,0.30711925,0.57900614,0.34494644,0.0,0.29256532,0.6018061,0.27181822,0.25846198,0.26818353,0.6378713,0.6587807,0.2306585,0.0,0.2532632,0.25790283,0.27993,0.28723207,0.28592575,0.33847177,0.3193294,0.58425415
234,18,1,0.2704553,0.5783695,0.527743,0.26095682,0.6610778,0.3329518,0.2311932,0.0,0.264709,0.62894887,0.23844141,0.29436794,0.5895454,0.0,0.29673013,0.66116625,0.2833458,0.62211996,0.68925184,0.23823017,0.2895278,0.66866153,0.2598206,0.6000736,0.7163559,0.23883809,0.72602713,0.63033235,0.5309044,0.3248716,0.3010271,0.25099215,0.2611731,0.48955372,0.2956945,0.5930691,0.56095344,0.0,0.23351368,0.27647445,0.27850512,0.52364296,0.0,0.3073868,0.6020986,0.34440562,0.0,0.27862078,0.62067693,0.25840667,0.25147384,0.25624254,0.6681548,0.67010283,0.2175968,0.0,0.25372493,0.25280145,0.2696878,0.27537146,0.2820171,0.33776313,0.31805298,0.603471
234,19,1,0.26665252,0.58859855,0.5485224,0.26027521,0.679776,0.33250287,0.21546727,0.0,0.25966537,0.646114,0.22503735,0.28895646,0.6066725,0.0,0.2968823,0.6818493,0.28817412,0.6375411,0.7059902,0.24282596,0.28239918,0.691032,0.25667295,0.61091983,0.7367863,0.23699816,0.74287236,0.63528335,0.547422,0.31032264,0.29981512,0.24490942,0.2589441,0.49280512,0.28700873,0.6063438,0.5790206,0.0,0.23387866,0.26289082,0.26915503,0.53419477,0.0,0.3086912,0.6150519,0.3467469,0.0,0.26212335,0.63855684,0.25744456,0.24715203,0.25319484,0.6933233,0.6851618,0.2191569,0.0,0.24834235,0.24918668,0.26827186,0.28067538,0.27386025,0.32927608,0.31878293,0.62100136
234,20,1,0.2866944,0.57713765,0.5567159,0.2855283,0.6768929,0.34272352,0.23698613,0.0,0.2869418,0.64497215,0.23983079,0.3101295,0.5971369,0.0,0.31570214,0.68549514,0.31469166,0.6344355,0.7059909,0.26716337,0.30314237,0.69553906,0.27633598,0.60563457,0.7298264,0.24630205,0.75492686,0.6246727,0.5461076,0.32764205,0.31167078,0.26970994,0.28075352,0.4788143,0.3037878,0.60132366,0.5744049,0.0,0.25705442,0.28346267,0.2797771,0.5383807,0.0,0.3204037,0.6073277,0.3635708,0.0,0.27561152,0.6438363,0.2837758,0.2710466,0.27983266,0.6936515,0.6843373,0.2428236,0.0,0.25138053,0.27449235,0.29454726,0.3146791,0.28684708,0.34200284,0.34402162,0.62295014
235,15,1,0.17807771,0.6536543,0.61188716,0.16370782,0.74639916,0.21559642,0.14943339,0.0,0.19410446,0.7203735,0.14019321,0.17191407,0.66085446,0.0,0.20515962,0.7725089,0.20139772,0.71104085,0.7802297,0.15916112,0.2009646,0.76528335,0.17774725,0.69277054,0.80877316,0.15013205,0.8199005,0.70567966,0.63721293,0.24368872,0.18965666,0.1725088,0.16272567,0.54926187,0.20806932,0.70366925,0.6542383,0.0,0.17246267,0.1876776,0.16089231,0.63024336,0.0,0.1975685,0.7002517,0.2537574,0.0,0.19507551,0.70477664,0.18101606,0.16198613,0.16395341,0.7403271,0.769037,0.13179277,0.0,0.17137171,0.15860468,0.17639643,0.1893406,0.1922302,0.2349401,0.21186581,0.67946947
235,16,1,0.15450652,0.6613312,0.5992711,0.14173314,0.7610996,0.19838887,0.13237283,0.0,0.16945066,0.7390467,0.122759186,0.15543054,0.65896416,0.0,0.17578778,0.77897835,0.17403008,0.7117154,0.7787847,0.13188824,0.16507605,0.77171344,0.15509132,0.69955826,0.8056432,0.13715707,0.82529604,0.70780635,0.6396813,0.21357375,0.16789266,0.14087144,0.14666723,0.5556918,0.18735184,0.6933168,0.6557811,0.0,0.1526873,0.15602945,0.15033361,0.6318518,0.0,0.1804661,0.7161942,0.22295251,0.0,0.18154427,0.7026223,0.1431519,0.14718513,0.1333004,0.7396246,0.7636092,0.11350663,0.0,0.15767808,0.13957964,0.15175606,0.16322123,0.1763006,0.2002467,0.19083926,0.6925991
235,17,1,0.13224058,0.67093307,0.6111052,0.12905224,0.7686208,0.17401041,0.113959044,0.0,0.13757396,0.75383276,0.10264937,0.13079652,0.6745563,0.0,0.1607154,0.79241717,0.16463543,0.7237174,0.78782827,0.12559992,0.14718771,0.7883275,0.1377147,0.7137276,0.8207601,0.124921545,0.82875824,0.71442884,0.6531692,0.1859842,0.14903373,0.124744326,0.12351454,0.55891937,0.15932067,0.7069181,0.66977197,0.0,0.13936248,0.13461874,0.12898012,0.6481944,0.0,0.1613978,0.7265721,0.20356601,0.0,0.15509275,0.7118517,0.12514773,0.13033009,0.11398462,0.75309104,0.7785162,0.10516374,0.0,0.13789529,0.11548165,0.13466832,0.14303488,0.15669061,0.17388405,0.16443838,0.70383084
235,18,1,0.12290011,0.6891768,0.6285929,0.12080199,0.76807684,0.1571672,0.10844168,0.0,0.1362914,0.76355386,0.09969997,0.11986923,0.68770856,0.0,0.14648858,0.80285805,0.15242685,0.7366714,0.79521,0.127081,0.1474752,0.8003422,0.1296534,0.7270604,0.82134265,0.12436162,0.8300188,0.72033393,0.66099614,0.18062803,0.13728243,0.12481904,0.11522865,0.56132114,0.15126021,0.72451776,0.6812955,0.0,0.14012502,0.13399246,0.11534285,0.6663741,0.0,0.14470896,0.72846603,0.1948248,0.0,0.14475736,0.7160013,0.118500434,0.11190604,0.11170883,0.76272416,0.78631127,0.09346349,0.0,0.13094491,0.11178099,0.12389991,0.12736301,0.1418741,0.17202953,0.15085523,0.7028571
235,19,1,0.1269731,0.68637836,0.61251295,0.117656305,0.76745164,0.15762137,0.11226178,0.0,0.14408024,0.7556547,0.10725774,0.115272686,0.6705996,0.0,0.14424051,0.8020931,0.142181,0.72291666,0.7818263,0.11639282,0.13709329,0.79635924,0.13185355,0.71492356,0.8083745,0.12402019,0.82384425,0.7087842,0.6542047,0.1834374,0.14060496,0.1262527,0.11696408,0.55701286,0.1553317,0.7055247,0.66868705,0.0,0.13549353,0.135789,0.11975996,0.65603805,0.0,0.14421624,0.7339272,0.19232841,0.0,0.1519765,0.7095021,0.10815426,0.1163809,0.10712338,0.7488009,0.77898794,0.093580015,0.0,0.13029861,0.115311414,0.12528485,0.12542151,0.14758985,0.16887759,0.1526272,0.7004925
235,20,1,0.10136383,0.6976868,0.6252376,0.08823755,0.79491395,0.13396852,0.0816283,0.0,0.09755334,0.785761,0.07896899,0.09182075,0.69878614,0.0,0.119662635,0.8220243,0.11989705,0.733143,0.8022738,0.09934508,0.10169932,0.8113917,0.10571112,0.73784655,0.83206934,0.09541254,0.834827,0.72754467,0.6704701,0.14804393,0.11329984,0.10117709,0.0850331,0.57012963,0.12611254,0.7212973,0.69485533,0.0,0.104320176,0.09977243,0.09632937,0.67397827,0.0,0.12663816,0.75542337,0.1637377,0.0,0.12221546,0.72226524,0.082304865,0.097060554,0.07637256,0.7703648,0.79809994,0.07716923,0.0,0.10337089,0.082403265,0.09560349,0.098506466,0.12997243,0.12330455,0.12687744,0.7233343
236,15,1,0.15148206,0.63627243,0.59955734,0.15388317,0.7669462,0.19531609,0.13231702,0.0,0.1596532,0.74810046,0.13850412,0.16376969,0.641911,0.0,0.16421032,0.7906449,0.16434161,0.6709371,0.7511772,0.15911227,0.14026937,0.7741918,0.17399336,0.6914632,0.759531,0.122403175,0.8117939,0.66058284,0.62248236,0.2088018,0.15464216,0.17241126,0.16152151,0.50367254,0.17839642,0.6521748,0.6368577,0.0,0.15679894,0.15951848,0.14829215,0.63750154,0.0,0.18292037,0.69961655,0.22852963,0.0,0.16302472,0.68821883,0.1420315,0.16454583,0.14893737,0.72530967,0.75272274,0.14802328,0.0,0.12008061,0.1391639,0.17069763,0.17697525,0.18958913,0.16288073,0.20587166,0.69171315
236,16,1,0.17131644,0.6180364,0.5909116,0.17666116,0.74426734,0.21120147,0.15136155,0.0,0.18096279,0.72912955,0.15383787,0.18393074,0.62749654,0.0,0.18738642,0.7728036,0.18620378,0.65508044,0.7357367,0.18194236,0.15716267,0.7562178,0.19272715,0.67379606,0.7480169,0.13737513,0.7957343,0.64693093,0.60989213,0.22125687,0.18001626,0.19251458,0.17676131,0.49284345,0.19566697,0.6413945,0.6258933,0.0,0.17640208,0.17990088,0.16491275,0.62825674,0.0,0.20252387,0.68269247,0.2432168,0.0,0.17734815,0.6764529,0.16802351,0.18240236,0.17322959,0.71272826,0.7402045,0.17147706,0.0,0.13843629,0.15903655,0.18891607,0.20355089,0.20693202,0.18461362,0.22917823,0.6775512
236,17,1,0.18596181,0.6171154,0.5820848,0.18185982,0.7438211,0.23131225,0.16134363,0.0,0.20136465,0.7212837,0.16760235,0.19885932,0.61966074,0.0,0.19748853,0.76606756,0.19669284,0.6544779,0.73458326,0.18186215,0.17184663,0.7520893,0.20344062,0.668101,0.74664956,0.15045288,0.7967396,0.64360255,0.60143477,0.2384232,0.19376877,0.19647717,0.1928274,0.491932,0.21652675,0.63218063,0.61840576,0.0,0.1841021,0.19207631,0.17972633,0.616601,0.0,0.21580085,0.6793518,0.25574085,0.0,0.19431041,0.6725786,0.1770638,0.19699894,0.18211086,0.70617837,0.73364246,0.17322963,0.0,0.15509859,0.17437245,0.2039528,0.21861276,0.21735404,0.20106095,0.24408393,0.6731693
236,18,1,0.16235383,0.62482554,0.5957858,0.16740052,0.75057757,0.20312567,0.13777284,0.0,0.1683357,0.7351643,0.14292184,0.1717469,0.63609713,0.0,0.17737547,0.7806454,0.18105705,0.66902035,0.7460056,0.17283148,0.15252306,0.77048075,0.18217605,0.68412626,0.76255685,0.13648449,0.8025504,0.65420413,0.6178288,0.20841835,0.16630657,0.17673056,0.16568074,0.49444935,0.18814646,0.6515148,0.63666725,0.0,0.17339751,0.16408777,0.15115982,0.63426405,0.0,0.1892777,0.6894361,0.22953267,0.0,0.16593562,0.68427753,0.15969022,0.1726223,0.15967482,0.7209499,0.74496156,0.16010962,0.0,0.13309568,0.14940453,0.17982864,0.19425735,0.19431207,0.17252588,0.21340567,0.6851488
236,19,1,0.17649317,0.63634044,0.6019073,0.15916537,0.7633502,0.21466857,0.13792948,0.0,0.18203427,0.7392947,0.1495486,0.17683083,0.6384974,0.0,0.18392038,0.7838707,0.18243274,0.6778871,0.7529585,0.16219588,0.15942971,0.774809,0.19167557,0.6916679,0.7673735,0.13946316,0.81090236,0.6585774,0.6167967,0.22446337,0.17691952,0.17697373,0.17379536,0.5012369,0.20098087,0.6524545,0.6335709,0.0,0.16763806,0.1662175,0.15568341,0.63182735,0.0,0.19767325,0.69512874,0.25396624,0.0,0.1657283,0.6890485,0.15999481,0.17319994,0.16256836,0.7333161,0.751833,0.15084685,0.0,0.13564126,0.15150705,0.18487707,0.19419956,0.20275037,0.18953578,0.22303809,0.688105
236,20,1,0.17196319,0.639109,0.61764693,0.16927816,0.78098255,0.21977016,0.13484523,0.0,0.17481667,0.7542299,0.1402516,0.18227069,0.6622733,0.0,0.18481632,0.8000043,0.19363493,0.6846183,0.7694716,0.16700979,0.14924972,0.79757184,0.18503776,0.69638354,0.78753704,0.13982643,0.8340632,0.65971184,0.6234934,0.20678215,0.17715925,0.17209885,0.1778724,0.5065585,0.18570665,0.65552086,0.6489503,0.0,0.16833761,0.15620795,0.1532117,0.6303533,0.0,0.20207755,0.71605325,0.24575783,0.0,0.16171966,0.7010523,0.16310522,0.17739598,0.16196062,0.75133014,0.7668204,0.16181701,0.0,0.12671857,0.15673374,0.19177303,0.20379719,0.19717032,0.17870507,0.23221178,0.7138215
237,15,1,0.22740263,0.55654687,0.5457457,0.2177078,0.6916148,0.26275173,0.19823281,0.0,0.24601498,0.66008526,0.18822493,0.23975587,0.582487,0.0,0.23834907,0.7140806,0.23053755,0.602932,0.6812375,0.21184422,0.21580572,0.6892078,0.2265719,0.62732714,0.69892883,0.16055913,0.7551964,0.5979471,0.56146526,0.2780341,0.22658439,0.2293736,0.21703412,0.45490816,0.2368097,0.5962687,0.5801227,0.0,0.21152563,0.22563216,0.2034335,0.5663052,0.0,0.24414268,0.6243626,0.2860305,0.0,0.23386116,0.6325203,0.22689852,0.22638586,0.22655901,0.6677921,0.6796593,0.20677185,0.0,0.16905273,0.19909865,0.23502575,0.25741497,0.24763905,0.2300983,0.27398846,0.6224326
237,16,1,0.23877235,0.5437444,0.526547,0.21567655,0.6672294,0.26796588,0.20752674,0.0,0.25321126,0.6441443,0.2001537,0.24623752,0.56971574,0.0,0.24643525,0.6859438,0.23453751,0.58999467,0.66453415,0.21146467,0.22835575,0.66134876,0.2376652,0.61551756,0.68059474,0.16699336,0.72651494,0.5851808,0.5413649,0.292983,0.2391163,0.23720545,0.22104123,0.44725853,0.2519818,0.57956797,0.5597811,0.0,0.21508096,0.24053343,0.21137781,0.55359757,0.0,0.2545108,0.60986495,0.30158827,0.0,0.25009537,0.6097109,0.23052524,0.2279724,0.23113903,0.6439641,0.66524607,0.20713657,0.0,0.18236724,0.2023859,0.24227957,0.26123425,0.25530863,0.2429708,0.27708754,0.59932154
237,17,1,0.22782932,0.5480163,0.53985244,0.22152036,0.67756087,0.2657766,0.19354978,0.0,0.24550906,0.6495036,0.18494791,0.24326386,0.5789339,0.0,0.23129511,0.7081712,0.23423557,0.59947294,0.67056346,0.20641142,0.21703373,0.68774253,0.22739664,0.61071306,0.69032043,0.17872313,0.7479154,0.5904058,0.551749,0.2750498,0.21984616,0.2207343,0.22148825,0.45128286,0.24275064,0.58801323,0.5794703,0.0,0.22244821,0.22136945,0.20229353,0.5527118,0.0,0.24184026,0.6183555,0.29223737,0.0,0.2396341,0.6246198,0.22229026,0.22729881,0.22161183,0.6580528,0.66041505,0.19635974,0.0,0.18175009,0.2051945,0.24295576,0.25843364,0.2481909,0.23048835,0.2682278,0.61681294
