Unit,Cycle,OpSet1,OpSet2,OpSet3,Sensor1,Sensor2,Sensor3,Sensor4,Sensor5,Sensor6,Sensor7,Sensor8,Sensor9,Sensor10,Sensor11,Sensor12,Sensor13,Sensor14,Sensor15,Sensor16,Sensor17,Sensor18,Sensor19,Sensor20,Sensor21,Label_RUL_30,Source
194,121,35.0035,0.8412,100.0,449.44,556.04,1362.75,1134.09,5.48,8.0,194.15,2222.64,8329.87,1.02,42.31,182.79,2387.74,8061.73,9.3178,0.02,337,2223,100.0,14.78,8.7892,1,Resampled
182,178,0.0005,0.0,100.0,518.67,642.77,1593.39,1425.38,14.62,21.61,552.56,2388.18,9049.42,1.3,47.92,520.26,2388.17,8129.2,8.449,0.03,396,2388,100.0,38.62,23.1789,1,Resampled
116,189,0.0026,0.0017,100.0,518.67,643.56,1595.98,1425.8,14.62,21.61,552.05,2388.2,9056.67,1.3,47.87,520.23,2388.26,8130.2,8.5153,0.03,393,2388,100.0,38.61,23.1592,1,Resampled
94,294,25.0004,0.6219,60.0,462.54,537.1,1271.94,1059.24,7.05,9.03,175.81,1916.35,8065.07,0.94,37.14,164.16,2029.3,7926.04,10.9889,0.02,310,1915,84.93,14.15,8.415,1,Resampled
45,144,42.0027,0.841,100.0,445.0,550.28,1358.23,1138.37,3.91,5.71,137.67,2211.34,8303.68,1.02,42.48,129.91,2387.37,8056.81,9.4279,0.02,332,2212,100.0,10.33,6.3528,1,Resampled
175,177,35.0066,0.8406,100.0,449.44,556.02,1371.9,1135.5,5.48,8.0,194.61,2223.79,8403.14,1.02,42.34,182.85,2388.96,8116.4,9.3817,0.02,335,2223,100.0,14.77,8.9642,1,Resampled
152,161,20.0013,0.7,100.0,491.19,609.23,1484.81,1267.95,9.35,13.66,332.95,2324.1,8710.07,1.07,44.98,314.71,2388.14,8053.62,9.3071,0.03,367,2324,100.0,24.14,14.534,1,Resampled
90,160,34.9989,0.84,100.0,449.44,556.51,1367.72,1137.57,5.48,8.0,194.45,2223.11,8364.25,1.02,42.22,183.08,2388.21,8073.05,9.3521,0.02,336,2223,100.0,14.83,8.9235,1,Resampled
237,188,35.0065,0.84,100.0,449.44,556.21,1373.44,1141.89,5.48,8.0,193.33,2223.17,8357.34,1.02,42.31,182.81,2388.25,8072.53,9.3847,0.02,335,2223,100.0,14.74,8.9976,1,Resampled
87,153,10.0078,0.25,100.0,489.05,605.27,1499.26,1316.69,10.52,15.5,394.19,2319.09,8786.49,1.26,45.7,371.15,2388.25,8132.19,8.7287,0.03,372,2319,100.0,28.39,17.0183,1,Resampled
68,184,24.9999,0.6218,60.0,462.54,536.9,1274.95,1061.43,7.05,9.03,175.36,1916.46,8064.9,0.94,37.24,164.28,2029.35,7932.35,10.991,0.02,310,1915,84.93,14.15,8.3681,1,Resampled
255,330,25.0062,0.6201,60.0,462.54,537.3,1270.27,1065.59,7.05,9.03,174.25,1915.43,8020.03,0.94,37.19,164.07,2028.32,7876.16,11.0027,0.02,310,1915,84.93,14.17,8.5108,1,Resampled
137,125,35.004,0.84,100.0,449.44,556.33,1364.73,1139.54,5.48,8.0,193.58,2222.84,8354.31,1.02,42.32,182.33,2387.92,8060.47,9.3734,0.02,336,2223,100.0,14.8,8.9254,1,Resampled
156,295,9.9993,0.2519,100.0,489.05,606.2,1509.93,1330.44,10.52,15.5,392.77,2319.18,8802.01,1.26,46.12,370.36,2388.38,8147.6,8.7421,0.03,373,2319,100.0,28.15,16.9341,1,Resampled
90,167,20.0061,0.7,100.0,491.19,608.19,1487.89,1261.25,9.35,13.66,333.74,2324.15,8737.13,1.07,44.63,314.14,2388.23,8071.24,9.2959,0.03,369,2324,100.0,24.28,14.581,1,Resampled
128,289,24.9981,0.62,60.0,462.54,537.22,1268.13,1054.4,7.05,9.03,174.94,1916.01,8058.21,0.94,37.24,164.2,2028.91,7910.65,11.018,0.02,309,1915,84.93,14.25,8.4663,1,Resampled
103,274,0.0017,0.0,100.0,518.67,643.59,1603.23,1428.57,14.62,21.61,551.46,2388.3,9052.74,1.3,48.08,519.77,2388.33,8126.5,8.5006,0.03,397,2388,100.0,38.32,23.0624,1,Resampled
106,267,10.0062,0.2512,100.0,489.05,605.3,1513.51,1326.64,10.52,15.5,393.38,2319.16,8848.98,1.26,45.69,370.92,2388.34,8193.66,8.7479,0.03,373,2319,100.0,28.39,17.0359,1,Resampled
84,229,34.9989,0.84,100.0,449.44,556.6,1373.32,1142.56,5.48,8.0,194.52,2223.59,8390.81,1.02,42.13,182.66,2388.85,8102.68,9.3781,0.02,335,2223,100.0,14.87,8.8642,1,Resampled
149,287,35.0032,0.84,100.0,449.44,556.76,1381.95,1148.04,5.48,8.0,193.33,2223.66,8400.1,1.02,42.56,182.9,2388.81,8107.88,9.4222,0.02,337,2223,100.0,14.8,8.8522,1,Resampled
84,255,35.006,0.84,100.0,449.44,556.37,1378.48,1148.33,5.48,8.01,194.92,2224.06,8422.05,1.02,42.44,182.43,2389.26,8124.59,9.3611,0.02,336,2223,100.0,14.78,8.8248,1,Resampled
131,253,42.0039,0.8412,100.0,445.0,550.66,1362.23,1142.74,3.91,5.72,138.23,2212.48,8360.08,1.02,42.53,130.24,2388.59,8116.03,9.4234,0.02,333,2212,100.0,10.61,6.3004,1,Resampled
8,140,35.0037,0.84,100.0,449.44,556.29,1374.01,1140.82,5.48,8.0,193.98,2223.09,8359.42,1.02,42.28,182.39,2388.2,8070.02,9.4022,0.02,336,2223,100.0,14.8,8.7619,1,Resampled
43,183,25.0013,0.62,60.0,462.54,536.88,1257.91,1051.89,7.05,9.03,174.8,1916.41,8068.42,0.94,36.7,164.58,2029.35,7927.11,10.9542,0.02,307,1915,84.93,14.2,8.7245,1,Resampled
111,190,0.0004,0.0,100.0,518.67,643.81,1601.9,1430.29,14.62,21.61,551.81,2388.31,9023.59,1.3,47.93,520.13,2388.28,8108.84,8.5243,0.03,395,2388,100.0,38.61,23.127,1,Resampled
238,147,25.0004,0.62,60.0,462.54,537.92,1269.65,1060.89,7.05,9.03,175.25,1915.14,8001.75,0.94,37.1,164.03,2027.86,7858.93,10.9983,0.02,310,1915,84.93,14.01,8.5283,1,Resampled
190,245,41.9999,0.84,100.0,445.0,550.31,1372.11,1145.35,3.91,5.71,139.15,2211.52,8319.54,1.02,42.4,129.97,2387.57,8069.78,9.4828,0.02,334,2212,100.0,10.48,6.3385,1,Resampled
42,221,42.0024,0.84,100.0,445.0,551.11,1367.63,1141.21,3.91,5.72,138.19,2211.77,8326.39,1.02,42.84,130.38,2387.85,8083.91,9.4717,0.02,335,2212,100.0,10.54,6.2843,1,Resampled
239,257,42.0046,0.84,100.0,445.0,550.43,1363.66,1146.3,3.91,5.72,138.54,2212.25,8349.46,1.02,42.82,130.35,2388.39,8109.39,9.4636,0.02,335,2212,100.0,10.54,6.2413,1,Resampled
82,200,42.0077,0.84,100.0,445.0,550.27,1366.94,1141.7,3.91,5.72,137.99,2211.98,8340.7,1.02,42.68,129.45,2388.08,8101.01,9.4646,0.02,333,2212,100.0,10.5,6.2865,1,Resampled
67,120,0.0016,0.0009,100.0,518.67,642.65,1597.05,1412.79,14.62,21.61,552.66,2388.15,9044.69,1.3,47.61,520.9,2388.15,8124.96,8.4885,0.03,392,2388,100.0,38.78,23.2644,1,Resampled
220,224,10.0022,0.25,100.0,489.05,605.78,1505.88,1324.68,10.52,15.5,393.38,2319.09,8786.23,1.26,46.08,370.36,2388.4,8126.61,8.758,0.03,372,2319,100.0,28.33,16.8878,1,Resampled
15,186,42.0005,0.8413,100.0,445.0,550.78,1351.02,1136.8,3.91,5.72,138.61,2212.42,8354.27,1.02,42.29,130.76,2388.51,8121.12,9.3855,0.02,333,2212,100.0,10.45,6.2458,1,Resampled
67,145,24.9991,0.62,60.0,462.54,536.77,1273.79,1060.75,7.05,9.03,175.14,1914.77,7989.12,0.94,37.53,163.74,2027.61,7857.58,11.0061,0.02,310,1915,84.93,14.17,8.4451,1,Resampled
103,268,35.0003,0.8406,100.0,449.44,556.46,1372.93,1145.66,5.48,8.0,193.81,2222.85,8348.21,1.02,42.62,182.65,2387.96,8057.86,9.4224,0.02,337,2223,100.0,14.72,8.7671,1,Resampled
86,182,0.0023,0.0,100.0,518.67,643.37,1600.49,1422.2,14.62,21.61,551.49,2388.2,9083.5,1.3,48.14,519.86,2388.2,8152.92,8.5341,0.03,396,2388,100.0,38.57,23.0626,1,Resampled
123,212,25.0052,0.6206,60.0,462.54,537.08,1260.2,1060.07,7.05,9.03,175.03,1916.1,8052.84,0.94,36.99,164.2,2029.05,7906.95,11.0289,0.02,311,1915,84.93,14.0,8.4928,1,Resampled
26,186,35.0012,0.84,100.0,449.44,556.61,1376.79,1146.91,5.48,8.0,193.92,2222.94,8348.62,1.02,42.38,182.08,2388.02,8062.86,9.3975,0.02,337,2223,100.0,14.66,8.7213,1,Resampled
3,188,35.0053,0.84,100.0,449.44,556.36,1370.06,1140.01,5.48,8.0,194.09,2223.01,8365.47,1.02,42.0,182.49,2388.12,8072.32,9.4043,0.02,335,2223,100.0,14.69,8.9448,1,Resampled
226,154,35.0017,0.8405,100.0,449.44,555.59,1372.06,1146.54,5.48,8.0,194.23,2222.92,8349.56,1.02,42.24,182.25,2388.02,8060.93,9.3467,0.02,336,2223,100.0,14.52,8.8714,1,Resampled
236,237,20.0068,0.7016,100.0,491.19,608.57,1492.63,1273.85,9.35,13.66,332.93,2324.19,8727.27,1.08,45.1,314.2,2388.33,8056.28,9.2991,0.03,370,2324,100.0,24.17,14.4404,1,Resampled
71,169,19.998,0.7017,100.0,491.19,608.38,1488.46,1260.2,9.35,13.66,334.17,2324.2,8756.18,1.08,44.62,314.41,2388.3,8085.41,9.3247,0.02,365,2324,100.0,24.46,14.6401,1,Resampled
127,244,34.9984,0.84,100.0,449.44,556.01,1375.97,1143.05,5.48,8.0,194.45,2222.49,8328.26,1.02,42.3,182.66,2387.55,8044.4,9.4045,0.02,334,2223,100.0,14.68,8.852,1,Resampled
68,167,42.0007,0.8402,100.0,445.0,550.33,1365.27,1138.79,3.91,5.72,138.87,2212.73,8375.1,1.03,42.49,130.56,2388.85,8121.99,9.3831,0.02,333,2212,100.0,10.45,6.2942,1,Resampled
177,170,25.0046,0.6203,60.0,462.54,537.54,1271.02,1064.4,7.05,9.03,175.37,1915.97,8046.85,0.94,37.03,163.92,2028.85,7907.69,11.0065,0.02,310,1915,84.93,14.22,8.5141,1,Resampled
2,248,24.999,0.62,60.0,462.54,537.13,1272.03,1054.98,7.05,9.03,175.31,1915.68,8030.77,0.94,37.06,164.2,2028.61,7898.88,10.9761,0.02,307,1915,84.93,13.93,8.4979,1,Resampled
229,155,10.0056,0.2501,100.0,489.05,605.06,1510.76,1325.44,10.52,15.5,393.73,2319.07,8780.75,1.26,45.78,370.6,2388.3,8128.96,8.6724,0.03,372,2319,100.0,28.38,17.0782,1,Resampled
68,159,25.0031,0.62,60.0,462.54,536.92,1258.92,1058.17,7.05,9.03,175.69,1915.91,8052.3,0.94,36.96,164.18,2028.91,7906.92,10.9383,0.02,309,1915,84.93,14.07,8.5663,1,Resampled
232,235,41.9992,0.84,100.0,445.0,550.29,1362.5,1144.37,3.91,5.72,138.65,2212.77,8385.54,1.02,42.62,130.34,2388.91,8135.33,9.4517,0.02,334,2212,100.0,10.34,6.2398,1,Resampled
187,168,41.9985,0.8402,100.0,445.0,550.11,1363.08,1144.28,3.91,5.72,137.88,2211.56,8315.18,1.02,42.66,129.78,2387.63,8074.88,9.4686,0.02,333,2212,100.0,10.41,6.2625,1,Resampled
237,183,19.9993,0.7018,100.0,491.19,608.11,1490.31,1258.36,9.35,13.66,334.08,2324.07,8733.46,1.07,44.69,314.04,2388.24,8062.61,9.2991,0.03,368,2324,100.0,24.4,14.6448,1,Resampled
231,125,35.0008,0.84,100.0,449.44,556.47,1363.15,1134.5,5.48,8.0,194.27,2222.77,8338.16,1.02,42.16,182.55,2387.86,8060.02,9.3739,0.02,335,2223,100.0,14.66,8.9349,1,Resampled
178,128,10.0062,0.25,100.0,489.05,605.32,1509.99,1321.69,10.52,15.5,393.46,2319.15,8767.99,1.26,45.96,371.02,2388.31,8109.16,8.6906,0.03,371,2319,100.0,28.26,16.9398,1,Resampled
152,156,42.0047,0.8408,100.0,445.0,550.17,1358.04,1136.33,3.91,5.71,137.77,2211.68,8319.49,1.02,42.56,129.99,2387.71,8077.79,9.4212,0.02,332,2212,100.0,10.57,6.2722,1,Resampled
53,128,35.002,0.84,100.0,449.44,556.18,1378.14,1123.85,5.48,8.0,194.37,2222.98,8349.92,1.02,42.27,182.63,2388.04,8068.15,9.3674,0.02,334,2223,100.0,14.56,8.7556,1,Resampled
252,120,10.0067,0.2511,100.0,489.05,605.59,1505.67,1323.19,10.52,15.5,393.24,2319.06,8755.41,1.26,45.91,371.0,2388.26,8107.58,8.7271,0.03,372,2319,100.0,28.3,16.9916,1,Resampled
260,298,42.0062,0.8417,100.0,445.0,550.31,1360.58,1140.42,3.91,5.72,138.62,2213.45,8418.03,1.03,42.36,131.15,2389.61,8178.9,9.3938,0.02,334,2212,100.0,10.46,6.3746,1,Resampled
12,219,0.0007,0.0018,100.0,518.67,643.01,1596.41,1418.37,14.62,21.61,552.6,2388.14,9064.87,1.3,47.57,520.63,2388.15,8140.82,8.4627,0.03,394,2388,100.0,38.71,23.2424,1,Resampled
131,272,42.0063,0.84,100.0,445.0,550.34,1369.68,1140.57,3.91,5.72,138.39,2212.68,8371.22,1.02,42.78,130.36,2388.83,8133.5,9.4279,0.02,335,2212,100.0,10.29,6.3365,1,Resampled
67,143,20.0008,0.7,100.0,491.19,608.32,1493.09,1271.84,9.35,13.66,333.97,2323.99,8706.21,1.07,44.9,314.05,2388.07,8034.44,9.2982,0.03,368,2324,100.0,24.28,14.5426,1,Resampled
258,138,0.0001,0.0003,100.0,518.67,643.22,1599.8,1428.25,14.62,21.61,551.03,2388.32,9060.45,1.3,48.14,519.67,2388.24,8130.86,8.5041,0.03,397,2388,100.0,38.56,23.1281,1,Resampled
241,167,10.0042,0.25,100.0,489.05,605.46,1506.82,1310.45,10.52,15.5,394.1,2319.04,8831.63,1.26,45.87,370.66,2388.28,8169.86,8.7241,0.03,372,2319,100.0,28.49,17.0874,1,Resampled
21,184,20.0044,0.701,100.0,491.19,607.89,1494.32,1262.06,9.35,13.66,333.52,2324.37,8772.19,1.07,45.0,314.2,2388.53,8096.31,9.3177,0.03,368,2324,100.0,24.26,14.5061,1,Resampled
156,290,42.0035,0.84,100.0,445.0,550.3,1364.2,1144.6,3.91,5.72,138.15,2212.07,8337.08,1.02,42.78,129.84,2388.14,8094.34,9.4537,0.02,333,2212,100.0,10.49,6.2688,1,Resampled
138,186,20.0016,0.7,100.0,491.19,607.62,1491.39,1268.61,9.35,13.66,333.67,2324.14,8741.42,1.08,44.79,313.92,2388.29,8071.47,9.2787,0.03,368,2324,100.0,24.32,14.5931,1,Resampled
20,144,9.9986,0.25,100.0,489.05,605.24,1516.2,1320.49,10.52,15.5,392.96,2319.15,8771.46,1.26,46.08,370.49,2388.36,8119.08,8.7088,0.03,373,2319,100.0,28.12,17.1139,1,Resampled
207,179,25.0063,0.62,60.0,462.54,537.04,1277.01,1063.75,7.05,9.03,175.34,1915.6,8031.78,0.94,37.28,163.75,2028.54,7884.07,11.005,0.02,309,1915,84.93,14.01,8.4027,1,Resampled
190,236,42.0041,0.8406,100.0,445.0,550.3,1351.39,1144.35,3.91,5.72,138.66,2211.57,8313.58,1.02,42.56,129.24,2387.66,8069.97,9.4528,0.02,332,2212,100.0,10.46,6.3275,1,Resampled
198,204,35.0036,0.84,100.0,449.44,555.93,1378.77,1145.39,5.48,8.0,193.73,2222.84,8345.53,1.02,42.74,182.59,2387.88,8057.49,9.418,0.02,337,2223,100.0,14.85,8.8137,1,Resampled
225,146,25.006,0.62,60.0,462.54,537.22,1273.43,1061.89,7.05,9.03,175.36,1915.37,8017.13,0.94,37.23,164.07,2028.32,7880.06,10.9649,0.02,309,1915,84.93,14.17,8.4445,1,Resampled
15,199,42.0005,0.842,100.0,445.0,550.25,1366.38,1139.97,3.91,5.72,138.97,2212.53,8367.94,1.02,42.37,130.35,2388.64,8123.4,9.4205,0.02,333,2212,100.0,10.49,6.2567,1,Resampled
96,186,34.9988,0.8406,100.0,449.44,556.08,1372.33,1134.22,5.48,8.0,194.42,2223.18,8366.92,1.02,42.4,182.6,2388.33,8078.73,9.3586,0.02,335,2223,100.0,14.78,8.8701,1,Resampled
56,136,20.0079,0.7,100.0,491.19,607.47,1494.52,1270.21,9.35,13.66,332.99,2324.03,8728.06,1.08,44.87,314.97,2388.21,8050.32,9.3088,0.03,368,2324,100.0,24.33,14.5483,1,Resampled
113,202,35.0045,0.84,100.0,449.44,556.32,1372.24,1134.69,5.48,8.0,193.51,2222.98,8358.22,1.02,42.22,182.61,2388.06,8067.37,9.4099,0.02,335,2223,100.0,14.83,8.8894,1,Resampled
96,202,10.0025,0.25,100.0,489.05,605.49,1517.79,1327.67,10.52,15.5,393.27,2319.15,8807.78,1.26,45.93,370.26,2388.34,8150.39,8.7286,0.03,373,2319,100.0,28.3,17.0403,1,Resampled
98,158,0.0008,0.0,100.0,518.67,643.38,1605.62,1427.98,14.62,21.61,551.97,2388.23,9057.46,1.3,48.13,520.25,2388.23,8127.55,8.4946,0.03,395,2388,100.0,38.41,23.0703,1,Resampled
247,184,0.0026,0.0,100.0,518.67,643.44,1598.42,1424.36,14.62,21.61,551.95,2388.17,9071.1,1.3,48.14,519.92,2388.24,8146.49,8.5625,0.03,396,2388,100.0,38.64,23.0138,1,Resampled
155,219,0.0022,0.0013,100.0,518.67,643.17,1600.95,1421.18,14.62,21.61,551.33,2388.18,9071.91,1.3,48.02,519.42,2388.19,8136.65,8.5093,0.03,395,2388,100.0,38.62,23.0966,1,Resampled
87,155,35.0015,0.84,100.0,449.44,555.56,1370.8,1138.05,5.48,8.0,193.86,2222.96,8354.58,1.02,42.35,182.96,2388.05,8069.5,9.3894,0.02,336,2223,100.0,14.56,8.816,1,Resampled
118,316,35.001,0.841,100.0,449.44,556.72,1373.71,1139.87,5.48,8.0,194.68,2223.57,8387.24,1.02,42.17,182.86,2388.68,8105.14,9.3893,0.02,335,2223,100.0,14.75,8.7719,1,Resampled
184,163,42.0069,0.8419,100.0,445.0,550.91,1363.13,1139.1,3.91,5.72,138.89,2213.12,8405.43,1.03,42.6,130.85,2389.34,8157.68,9.4066,0.02,333,2212,100.0,10.39,6.2232,1,Resampled
137,127,42.0006,0.8419,100.0,445.0,550.03,1360.98,1135.01,3.91,5.71,138.73,2211.71,8312.52,1.02,42.49,130.08,2387.72,8075.51,9.4561,0.02,332,2212,100.0,10.5,6.2983,1,Resampled
99,201,25.0036,0.6213,60.0,462.54,537.03,1274.98,1059.92,7.05,9.03,175.32,1915.05,8007.82,0.94,37.22,164.03,2027.96,7858.04,10.9877,0.02,310,1915,84.93,14.31,8.4713,1,Resampled
192,123,10.0038,0.2501,100.0,489.05,605.2,1517.97,1327.38,10.52,15.5,393.45,2319.11,8760.97,1.26,45.68,370.36,2388.31,8106.78,8.736,0.03,371,2319,100.0,28.33,16.9435,1,Resampled
45,143,0.0006,0.0019,100.0,518.67,643.95,1590.77,1418.72,14.62,21.61,551.89,2388.32,9027.01,1.3,47.82,519.64,2388.31,8113.35,8.4969,0.03,395,2388,100.0,38.61,23.0702,1,Resampled
122,180,20.0064,0.7,100.0,491.19,608.96,1487.12,1271.42,9.35,13.66,333.56,2324.14,8734.19,1.08,44.68,313.51,2388.24,8064.94,9.3259,0.03,368,2324,100.0,24.41,14.4607,1,Resampled
93,173,25.0069,0.62,60.0,462.54,537.54,1264.34,1057.47,7.05,9.03,174.75,1915.34,8020.36,0.94,37.04,164.36,2028.23,7876.28,10.9827,0.02,308,1915,84.93,14.22,8.4682,1,Resampled
155,210,42.001,0.84,100.0,445.0,550.08,1359.81,1134.8,3.91,5.72,137.61,2211.96,8335.69,1.02,42.55,129.93,2388.05,8089.08,9.391,0.02,332,2212,100.0,10.44,6.3082,1,Resampled
109,205,0.0026,0.0006,100.0,518.67,643.3,1596.77,1430.85,14.62,21.61,552.39,2388.17,9078.36,1.3,47.87,520.18,2388.15,8157.58,8.4973,0.03,395,2388,100.0,38.61,23.0735,1,Resampled
178,121,35.0035,0.8412,100.0,449.44,555.95,1372.84,1143.44,5.48,8.0,193.46,2222.62,8333.75,1.02,42.14,182.43,2387.76,8058.76,9.3761,0.02,335,2223,100.0,14.68,8.8025,1,Resampled
158,300,42.0025,0.8403,100.0,445.0,550.41,1364.52,1136.36,3.91,5.72,138.46,2212.01,8348.75,1.02,42.71,129.72,2388.12,8092.55,9.4194,0.02,335,2212,100.0,10.5,6.2767,1,Resampled
134,218,20.0034,0.7,100.0,491.19,607.62,1483.9,1260.09,9.35,13.66,334.14,2324.07,8720.76,1.08,44.62,314.86,2388.15,8057.2,9.2694,0.03,366,2324,100.0,24.43,14.6822,1,Resampled
5,148,42.0023,0.8406,100.0,445.0,549.56,1367.45,1144.78,3.91,5.72,138.71,2212.85,8384.42,1.03,42.62,130.61,2388.98,8135.87,9.4511,0.02,333,2212,100.0,10.45,6.3291,1,Resampled
125,144,25.0002,0.6208,60.0,462.54,537.35,1265.85,1059.21,7.05,9.03,174.71,1915.5,8021.71,0.94,36.82,164.92,2028.47,7887.75,10.9391,0.02,309,1915,84.93,14.17,8.5147,1,Resampled
175,193,0.0007,0.002,100.0,518.67,643.36,1604.61,1427.06,14.62,21.61,552.24,2388.15,9129.1,1.3,47.88,520.43,2388.16,8202.91,8.4903,0.03,396,2388,100.0,38.48,23.1629,1,Resampled
67,127,9.9996,0.25,100.0,489.05,605.54,1504.37,1321.6,10.52,15.5,393.69,2319.03,8764.52,1.26,45.66,370.68,2388.2,8112.79,8.6834,0.03,370,2319,100.0,28.24,16.9602,1,Resampled
248,226,25.0002,0.6216,60.0,462.54,537.69,1272.05,1066.95,7.05,9.03,174.98,1915.44,8029.83,0.94,37.49,164.23,2028.37,7884.01,11.0264,0.02,311,1915,84.93,13.98,8.5135,1,Resampled
220,234,42.0028,0.84,100.0,445.0,551.04,1365.5,1149.74,3.91,5.72,138.03,2211.77,8323.59,1.02,42.7,129.8,2387.77,8083.29,9.4584,0.02,333,2212,100.0,10.4,6.2911,1,Resampled
37,200,42.0076,0.84,100.0,445.0,550.62,1355.68,1137.73,3.91,5.71,138.41,2211.54,8312.02,1.02,42.59,130.32,2387.65,8078.21,9.4506,0.02,332,2212,100.0,10.46,6.3117,1,Resampled
7,144,20.0065,0.7,100.0,491.19,607.26,1483.55,1255.57,9.35,13.66,334.89,2324.17,8753.08,1.08,44.57,314.8,2388.34,8088.76,9.2003,0.02,366,2324,100.0,24.38,14.7054,1,Resampled
93,161,42.0073,0.84,100.0,445.0,550.3,1359.05,1143.07,3.91,5.72,138.33,2211.78,8325.93,1.02,42.32,130.35,2387.92,8081.54,9.4485,0.02,333,2212,100.0,10.53,6.4199,1,Resampled
223,193,19.9981,0.7,100.0,491.19,608.01,1491.56,1258.53,9.35,13.66,334.01,2324.35,8782.88,1.07,44.86,314.84,2388.47,8102.61,9.2623,0.02,367,2324,100.0,24.43,14.5551,1,Resampled
41,242,25.0062,0.6201,60.0,462.54,537.03,1269.59,1056.98,7.05,9.03,175.18,1915.62,8023.88,0.94,37.24,163.97,2028.51,7886.42,10.9761,0.02,309,1915,84.93,14.2,8.4992,1,Resampled
44,175,42.0039,0.84,100.0,445.0,549.68,1359.09,1133.73,3.91,5.72,138.8,2212.34,8348.41,1.02,42.37,130.41,2388.44,8105.95,9.382,0.02,333,2212,100.0,10.6,6.2647,1,Resampled
136,138,10.0075,0.2519,100.0,489.05,605.75,1503.84,1325.4,10.52,15.5,394.35,2319.09,8776.44,1.26,45.81,370.79,2388.29,8123.06,8.7322,0.03,370,2319,100.0,28.52,17.0787,1,Resampled
134,244,42.0059,0.8415,100.0,445.0,550.59,1365.2,1142.17,3.91,5.71,137.7,2211.53,8313.56,1.02,42.83,130.03,2387.61,8069.84,9.4934,0.02,332,2212,100.0,10.57,6.2991,1,Resampled
219,134,35.0012,0.8407,100.0,449.44,556.62,1372.45,1139.29,5.48,8.0,193.5,2222.93,8355.54,1.02,42.2,182.57,2388.04,8056.65,9.378,0.02,335,2223,100.0,14.79,8.8744,1,Resampled
88,349,0.0027,0.0002,100.0,518.67,643.78,1590.62,1426.3,14.62,21.61,551.36,2388.17,9078.44,1.3,48.03,520.13,2388.19,8154.22,8.4805,0.03,395,2388,100.0,38.56,23.1421,1,Resampled
157,224,0.0012,0.0,100.0,518.67,643.8,1602.26,1419.3,14.62,21.61,552.47,2388.18,9086.73,1.3,47.79,520.0,2388.2,8158.05,8.5116,0.03,396,2388,100.0,38.53,23.1286,1,Resampled
146,239,42.0001,0.8401,100.0,445.0,549.51,1362.13,1130.84,3.91,5.72,138.13,2212.09,8345.83,1.02,42.43,130.35,2388.19,8098.28,9.4298,0.02,332,2212,100.0,10.5,6.2793,1,Resampled
201,173,24.9985,0.6209,60.0,462.54,537.13,1265.99,1052.73,7.05,9.03,175.16,1916.15,8057.38,0.94,37.1,164.6,2029.13,7917.25,10.9788,0.02,309,1915,84.93,14.24,8.4702,1,Resampled
242,251,20.0043,0.7,100.0,491.19,608.17,1490.7,1261.52,9.35,13.66,333.86,2324.53,8806.56,1.07,44.83,315.17,2388.63,8121.61,9.2654,0.02,368,2324,100.0,24.27,14.572,1,Resampled
175,186,20.0034,0.7,100.0,491.19,608.48,1491.75,1267.31,9.35,13.66,334.17,2324.43,8793.6,1.07,44.89,314.16,2388.52,8115.33,9.2933,0.02,368,2324,100.0,24.3,14.4941,1,Resampled
58,150,35.0055,0.8416,100.0,449.44,555.91,1372.92,1142.69,5.48,8.0,194.57,2222.71,8349.15,1.02,42.43,182.86,2387.82,8056.91,9.378,0.02,336,2223,100.0,14.69,8.9259,1,Resampled
249,199,25.0056,0.62,60.0,462.54,537.53,1267.14,1064.17,7.05,9.03,174.22,1916.21,8054.22,0.94,37.12,164.1,2029.19,7921.1,11.0318,0.02,311,1915,84.93,14.1,8.522,1,Resampled
25,181,42.0038,0.8416,100.0,445.0,550.35,1364.89,1136.48,3.91,5.72,138.72,2211.73,8320.01,1.02,42.62,129.9,2387.85,8083.33,9.4146,0.02,333,2212,100.0,10.52,6.4367,1,Resampled
236,239,42.0077,0.8408,100.0,445.0,550.38,1363.57,1141.93,3.91,5.72,138.84,2211.77,8327.79,1.02,42.87,129.86,2387.72,8082.34,9.4976,0.02,333,2212,100.0,10.52,6.2508,1,Resampled
247,175,41.9995,0.84,100.0,445.0,550.08,1357.23,1139.46,3.91,5.72,137.33,2211.98,8331.41,1.02,42.63,130.73,2387.97,8090.35,9.4132,0.02,331,2212,100.0,10.44,6.2861,1,Resampled
57,136,25.0024,0.62,60.0,462.54,536.92,1271.1,1068.52,7.05,9.03,174.52,1915.32,8020.33,0.94,37.03,163.74,2028.27,7876.6,10.9866,0.02,309,1915,84.93,14.03,8.5735,1,Resampled
240,238,9.9991,0.25,100.0,489.05,605.37,1512.7,1326.94,10.52,15.5,393.37,2319.11,8777.0,1.26,45.73,370.62,2388.29,8125.65,8.7119,0.03,370,2319,100.0,28.4,16.9682,1,Resampled
248,205,9.9993,0.25,100.0,489.05,604.76,1514.14,1322.78,10.52,15.5,394.08,2319.05,8795.47,1.26,45.83,371.06,2388.22,8136.52,8.747,0.03,372,2319,100.0,28.49,16.9974,1,Resampled
127,240,10.0055,0.2503,100.0,489.05,605.54,1507.94,1329.55,10.52,15.5,393.4,2319.12,8757.26,1.26,45.95,371.03,2388.39,8108.44,8.7196,0.03,372,2319,100.0,28.32,16.9309,1,Resampled
